field_codi_equipament,field_comarca,field_municipi,field_nom_equipament,field_espai_principal
830150064,Baix Llobregat,Viladecans,PISTA POLIESPORTIVA PARC DE CAN PALMER,POL
830150060,Baix Llobregat,Viladecans,PISTA POLIESPORTIVA PARC DE CAN XIC,POL
830150065,Baix Llobregat,Viladecans,PISTES DE PETANCA ZONA VERDA AV. CAN PALMER,PET
830150034,Baix Llobregat,Viladecans,"PISTES MUNICIPALS DE PETANCA ""CAN PASTERA""",PET
830150004,Baix Llobregat,Viladecans,PLATJA DE VILADECANS,Altres espais
830150042,Baix Llobregat,Viladecans,PODIUM VILADECANS - JOAN MASGRAU,PCO
830150001,Baix Llobregat,Viladecans,POLIESPORTIU MONTSERRATINA,PAV
801550235,Barcelonès,Badalona,ÀREA D'ACTIVITAT FÍSICA AV. DOCTOR BASSOLS,Altres espais
801550243,Barcelonès,Badalona,ÀREA D'ACTIVITAT FÍSICA C. ALFONS XII,PET
801550218,Barcelonès,Badalona,ÀREA D'ACTIVITAT FÍSICA PARC DE LES MUNTANYETES,Altres espais
801550245,Barcelonès,Badalona,ÀREA D'ACTIVITAT FÍSICA PL. DE L'ALCALDE XIFRÉ,Altres espais
801550223,Barcelonès,Badalona,ÀREA D'ACTIVITAT FÍSICA PL. JOAN MIRÒ,Altres espais
801550051,Barcelonès,Badalona,ÀREA D'ACTIVITAT FÍSICA PL. PAÏSOS CATALANS,PET
801550242,Barcelonès,Badalona,ÀREA D'ACTIVITAT FÍSICA PL. TRAFALGAR,Altres espais
801550236,Barcelonès,Badalona,ÀREA D'ACTIVITAT FÍSICA PTGE. RIU MOGENT,POL
801550224,Barcelonès,Badalona,ASSOCIACIÓ DE VEÏNS JOAQUIM RUYRA,SAL
801550299,Barcelonès,Badalona,ASSOCIACIÓ ESPORTIVA DEL VENT BADALONA,Altres espais
801550201,Barcelonès,Badalona,BADA-RODES PARK,Altres espais
801550016,Barcelonès,Badalona,"CAMP DE FUTBOL ""PERE GOL""",CAM
801550072,Barcelonès,Badalona,CAMP DE FUTBOL BUFALÀ,CAM
801550090,Barcelonès,Badalona,CAMP DE FUTBOL DE LLEFIÀ,CAM
801550026,Barcelonès,Badalona,CAMP DE FUTBOL LLOREDA,CAM
801550069,Barcelonès,Badalona,CAMP DE FUTBOL MUNICIPAL BADALONA SUD,CAM
801550086,Barcelonès,Badalona,CAMP DE FUTBOL MUNICIPAL DE MONTIGALÀ,CAM
801550134,Barcelonès,Badalona,CAMP DE FUTBOL POMAR,CAM
801550040,Barcelonès,Badalona,CEE CAN BARRIGA,POL
801550096,Barcelonès,Badalona,CENTRE MAREGASSA,POL
801550098,Barcelonès,Badalona,CENTRE OBERT,POL
801550161,Barcelonès,Badalona,CISTELLA DE BÀSQUET C. AZORÍN,Altres espais
801550025,Barcelonès,Badalona,CISTELLA DE BÀSQUET C. MURILLO,Altres espais
801550217,Barcelonès,Badalona,CISTELLA DE BÀSQUET C. PAU PICASSO,Altres espais
801550142,Barcelonès,Badalona,COMPLEX ESPORTIU MUNICIPAL LLEFIÀ DE BADALONA,PCO
801550097,Barcelonès,Badalona,COMPLEX ESPORTIU MUNICIPAL SISTRELLS,PCO
801550183,Barcelonès,Badalona,DUET MÀGIC BADALONA,PCO
801550216,Barcelonès,Badalona,ESPAI LÚDIC I DE SALUT PER A GENT GRAN SANT CRIST,Altres espais
801550193,Barcelonès,Badalona,ESTADI MUNICIPAL DE FUTBOL DE BADALONA,CAM
801550184,Barcelonès,Badalona,MÀGIC BADALONA - PISTES,POL
801550141,Barcelonès,Badalona,PALAU MUNICIPAL D'ESPORTS,PAV
801550087,Barcelonès,Badalona,PAVELLÓ MUNICIPAL LA PLANA,PAV
801550001,Barcelonès,Badalona,PAVELLÓ MUNICIPAL PAÏSOS CATALANS,PAV
801550053,Barcelonès,Badalona,PAVELLÓ POLIESPORTIU BUFALÀ,PAV
801550055,Barcelonès,Badalona,PAVELLÓ POLIESPORTIU DE MONTIGALÀ,PAV
801550186,Barcelonès,Badalona,PAVELLÓ POLIESPORTIU DEL BARCELONÈS NORD LA COLINA,PAV
801550100,Barcelonès,Badalona,PAVELLÓ POLIESPORTIU JOAQUIM BLUME,PAV
801550013,Barcelonès,Badalona,PETANCA MUNICIPAL SANT ROC (FORA D'ÚS),PET
801550140,Barcelonès,Badalona,PISCINA MUNICIPAL MIREIA BELMONTE,PCO
801550103,Barcelonès,Badalona,PISTA DE BÀSQUET PL. VALENTÍ ALMIRALL,POL
801550222,Barcelonès,Badalona,PISTA DE PATINATGE AV. SANT SALVADOR,Altres espais
801550219,Barcelonès,Badalona,PISTA DE PATINATGE PL. PARC DE LES PALMERES,Altres espais
801550088,Barcelonès,Badalona,PISTA POLIESPORTIVA ARTIGAS,POL
801550241,Barcelonès,Badalona,PISTA POLIESPORTIVA C. CÀCERES,POL
801550192,Barcelonès,Badalona,PISTA POLIESPORTIVA C. DE LA CIÈNCIA,POL
801550077,Barcelonès,Badalona,PISTA POLIESPORTIVA C. RAMIRO DE MAEZTU,POL
801550187,Barcelonès,Badalona,PISTA POLIESPORTIVA IRIS,POL
801550003,Barcelonès,Badalona,PISTA POLIESPORTIVA JOAQUIM RUYRA,POL
801550007,Barcelonès,Badalona,PISTA POLIESPORTIVA LA PAU,POL
801550159,Barcelonès,Badalona,PISTA POLIESPORTIVA LA REGALÈSSIA,POL
801550047,Barcelonès,Badalona,PISTA POLIESPORTIVA MUNICIPAL CANYADÓ,POL
801550034,Barcelonès,Badalona,PISTA POLIESPORTIVA MUNICIPAL LA PLATJA,POL
801550027,Barcelonès,Badalona,PISTA POLIESPORTIVA MUNICIPAL NOVA LLOREDA,POL
801550017,Barcelonès,Badalona,PISTA POLIESPORTIVA MUNICIPAL PROGRÉS,POL
801550008,Barcelonès,Badalona,PISTA POLIESPORTIVA PL. BADALONA,POL
801550004,Barcelonès,Badalona,PISTA POLIESPORTIVA SANT CRIST,POL
801550163,Barcelonès,Badalona,PISTES DE BÀSQUET PL. BRIGADES INTERNACIONALS,POL
801550162,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS AV. DOCTOR BASSOLS,PET
801550006,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS AV. ITALIA,PET
801550239,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS AV. MARESME,PET
801550109,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS AVV POMAR,PET
801550190,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS BONAVISTA,PET
801550113,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS BUFALÀ,PET
801550194,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS CANYADÓ,PET
801550106,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS DE POMAR,PET
801550024,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS LA SALUT,PET
801550154,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS LLOREDA,PET
801550052,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS MOLÍ DE LA TORRE,PET
801550049,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS MONT-ROIG,PET
801550046,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS MORERA,PET
801550012,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS NOVA LLOREDA,PET
801550115,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS PARC G5,PET
801550234,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS PARC GRAN SOL,PET
801550145,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS PL. TRAFALGAR,PET
801550108,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS POMAR ALT,PET
801550010,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS RAVAL,PET
801550212,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS RBLA. SANT JOAN,PET
801550120,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS RONDA LLEFIÀ,PET
801550148,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS SANT ANTONI LLEFIÀ,PET
801550226,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS SANT JAUME,PET
801550093,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS SANT JOAN LLEFIÀ ALT,PET
801550240,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS SPORT SANT ROC,PET
801550189,Barcelonès,Badalona,PISTES DE PETANCA MUNICIPALS TORRENT DE LA FONT,PET
801550124,Barcelonès,Badalona,PISTES MUNICIPALS D'ATLETISME PACO AGUILA,CAM
801550002,Barcelonès,Badalona,PISTES POLIESPORTIVES BONAVISTA,POL
801550102,Barcelonès,Badalona,PISTES POLIESPORTIVES PERE MARTELL,POL
801550188,Barcelonès,Badalona,POLIESPORTIU CASAGEMES,PAV
801550089,Barcelonès,Badalona,POLIESPORTIU LLEFIÀ,PAV
801550279,Barcelonès,Badalona,SKATE AGORA BADALONA,SAL
801550220,Barcelonès,Badalona,TENNIS TAULA AV. PIUS XII,Altres espais
801550155,Barcelonès,Badalona,TENNIS TAULA PL. DE LA SEGONA REPÚBLICA,Altres espais
801550246,Barcelonès,Badalona,TENNIS TAULA PL. DE L'ASSEMBLEA DE CATALUNYA,Altres espais
801550215,Barcelonès,Badalona,TENNIS TAULA PL. FREDERICA MONTSENY,Altres espais
801550238,Barcelonès,Badalona,TENNIS TAULA PL. LLOREDA,Altres espais
801550125,Barcelonès,Badalona,URBANITZACIÓ COMPLEX CATALUNYA,POL
801550011,Barcelonès,Badalona,ZONA ESPORTIVA CAN CABANYES,CAM
801550195,Barcelonès,Badalona,ZONA ESPORTIVA MUNICIPAL C. POMPEU FABRA,POL
801550200,Barcelonès,Badalona,ZONA ESPORTIVA PARC DE CAN SOLEI I CA L'ARNÚS,POL
810170140,Barcelonès,Hospitalet de Llobregat,AECS - ASSOCIACIÓ ESPORTIVA CENTRE SANFELIU,POL
810170226,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA  PL. DE LA CULTURA,Altres espais
810170223,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA AV. ALVAREZ DE CASTRO,Altres espais
810170180,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA AV. MARE DE DÉU DE BELLVIT,Altres espais
810170225,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA AV. VILANOVA,Altres espais
810170219,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA C. AMADEU TORNER,Altres espais
810170175,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA C. ARQUITECTURA,Altres espais
810170227,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA C. DEL PRAT,Altres espais
810170228,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA C. ESTRONCI,Altres espais
810170231,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA C. MONTSENY,Altres espais
810170171,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA C. PRAT 40,Altres espais
810170217,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA C. RIERA BLANCA,Altres espais
810170174,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA C. XIPRERET,Altres espais
810170177,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA CAN SERRA-BLOC 31,Altres espais
810170258,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA CAN SERRA-BLOC 53,Altres espais
810170181,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PARC DE BELLVITGE,Altres espais
810170154,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PARC DE LA MARQUESA,Altres espais
810170224,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PARC DE LA REMUNTA,Altres espais
810170128,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PARC DE LES PLANES,POL
810170176,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PARC DELS OCELLETS,Altres espais
810170218,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PG. DELS CIRERERS,Altres espais
810170222,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PL. COMUNITATS,Altres espais
810170256,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PL. DE L'ESCORÇA,Altres espais
810170260,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PL. DE L'UNICEF,Altres espais
810170220,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PL. DE QUART,Altres espais
810170230,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PL. DEL VIDRE,PET
810170221,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PL. D'EUROPA,Altres espais
810170232,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PL. ESPANYOLA,Altres espais
810170255,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PL. GUERNICA,Altres espais
810170229,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PL. LES PALMERES,Altres espais
810170259,Barcelonès,Hospitalet de Llobregat,ÀREA D'ACTIVITAT FÍSICA PL. MILAGROS CONSARNAU,Altres espais
810170272,Barcelonès,Hospitalet de Llobregat,CAMP DE FUTBOL DE LA TORRASSA,CAM
810170085,Barcelonès,Hospitalet de Llobregat,CAMP DE FUTBOL LA FLORIDA,CAM
810170091,Barcelonès,Hospitalet de Llobregat,CAMP MUNICIPAL DE BEISBOL,CAM
810170179,Barcelonès,Hospitalet de Llobregat,CAMP MUNICIPAL DE FUTBOL 7 PUIG GAIRALT,CAM
810170109,Barcelonès,Hospitalet de Llobregat,CAMP MUNICIPAL DE FUTBOL CAN BUIXERES,CAM
810170096,Barcelonès,Hospitalet de Llobregat,CAMP MUNICIPAL DE FUTBOL DE LA FEIXA LLARGA,CAM
810170090,Barcelonès,Hospitalet de Llobregat,CAMP MUNICIPAL DE FUTBOL GORNAL,CAM
810170087,Barcelonès,Hospitalet de Llobregat,CAMP MUNICIPAL DE FUTBOL L'HOSPITALET CENTRE,CAM
810170111,Barcelonès,Hospitalet de Llobregat,CAMP MUNICIPAL DE FUTBOL PUBILLA CASAS,CAM
810170104,Barcelonès,Hospitalet de Llobregat,CAMP MUNICIPAL DE FUTBOL SANTA EULÀLIA,CAM
810170092,Barcelonès,Hospitalet de Llobregat,CAMP MUNICIPAL DE RUGBI,CAM
810170083,Barcelonès,Hospitalet de Llobregat,CAMP MUNICIPAL PROVENÇANA,CAM
810170147,Barcelonès,Hospitalet de Llobregat,CASAL D'AVIS LA FLORIDA,SAL
810170182,Barcelonès,Hospitalet de Llobregat,CISTELLA DE BÀSQUET C. CAN TRIES,Altres espais
810170236,Barcelonès,Hospitalet de Llobregat,CISTELLES DE BÀSQUET PG. DE BELLVITGE,Altres espais
810170126,Barcelonès,Hospitalet de Llobregat,CLUB PETANCA L'HOSPITALET CENTRE,PET
810170105,Barcelonès,Hospitalet de Llobregat,CLUB TENNIS TAULA L'HOSPITALET,SAL
810170075,Barcelonès,Hospitalet de Llobregat,COL·LEGI D'EDUCACIÓ ESPECIAL ESTEL-CAN BORI,POL
810170081,Barcelonès,Hospitalet de Llobregat,COMPLEX ESPORTIU MUNICIPAL L'HOSPITALET NORD,PCO
810170094,Barcelonès,Hospitalet de Llobregat,COMPLEX ESPORTIU MUNICIPAL TENNIS L'HOSPITALET,SAL
810170093,Barcelonès,Hospitalet de Llobregat,ESTADI MUNICIPAL DE FUTBOL DE L'HOSPITALET,CAM
810170137,Barcelonès,Hospitalet de Llobregat,PARC DE LA SERP,POL
810170088,Barcelonès,Hospitalet de Llobregat,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
810170107,Barcelonès,Hospitalet de Llobregat,PISCINES MUNICIPALS DE L'HOSPITALET,PCO
810170084,Barcelonès,Hospitalet de Llobregat,PISTA DE BÀSQUET PL. LES PALMERES,POL
810170184,Barcelonès,Hospitalet de Llobregat,PISTA DE PATINATGE AL C. ERMITA DE BELLVITGE,Altres espais
810170250,Barcelonès,Hospitalet de Llobregat,PISTA DE PATINATGE INFANTIL C. APRESTADORA,Altres espais
810170168,Barcelonès,Hospitalet de Llobregat,PISTA MUNICIPALS DE BITLLES EL NEGRILLO,PET
810170249,Barcelonès,Hospitalet de Llobregat,PISTA POLIESPORTIVA C. NARCÍS MONTURIOL,POL
810170158,Barcelonès,Hospitalet de Llobregat,PISTA POLIESPORTIVA PARC DE L'ALHAMBRA,CAM
810170108,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE BÀSQUET C. GASÒMETRE,POL
810170099,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE PETANCA C. TEIDE,PET
810170243,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE PETANCA EL PASO,PET
810170247,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE PETANCA GRAN VIA,PET
810170166,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE PETANCA LA FLORIDA,PET
810170143,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE PETANCA MEDITERRANI,PET
810170098,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE PETANCA PARC DE LA MARQUESA,PET
810170148,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE PETANCA PG. DE BELLVITGE,PET
810170242,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE PETANCA SAN ILDEFONS CERDÀ,PET
810170102,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE PETANCA SANTA EULÀLIA,PET
810170246,Barcelonès,Hospitalet de Llobregat,PISTES MUNICIPALS DE PETANCA TERRA ALTA,PET
810170127,Barcelonès,Hospitalet de Llobregat,PISTES PETANCA PL.PUIG I GAIRALT,PET
810170215,Barcelonès,Hospitalet de Llobregat,POLESPORTIU MUNICIPAL GORNAL,PCO
810170130,Barcelonès,Hospitalet de Llobregat,POLIESPORTIU MUNICIPAL BELLVITGE SERGIO MANZANO,PCO
810170170,Barcelonès,Hospitalet de Llobregat,POLIESPORTIU MUNICIPAL DEL CENTRE,PCO
810170114,Barcelonès,Hospitalet de Llobregat,POLIESPORTIU MUNICIPAL FUM D'ESTAMPA,PCO
810170089,Barcelonès,Hospitalet de Llobregat,POLIESPORTIU MUNICIPAL LES PLANES,PCO
810170121,Barcelonès,Hospitalet de Llobregat,POLIESPORTIU MUNICIPAL SANFELIU,PCO
810170106,Barcelonès,Hospitalet de Llobregat,POLIESPORTIU MUNICIPAL SANTA EULÀLIA,PCO
810170276,Barcelonès,Hospitalet de Llobregat,SKATEPARK GORNAL,Altres espais
810170244,Barcelonès,Hospitalet de Llobregat,SKATEPARK PARC CABANA,Altres espais
810170178,Barcelonès,Hospitalet de Llobregat,TAULES TENNIS TAULA C. AMADEU TORNER,Altres espais
810170233,Barcelonès,Hospitalet de Llobregat,TENNIS TAULA JARDÍ INTERIOR C. QUETZAL,Altres espais
810170234,Barcelonès,Hospitalet de Llobregat,TENNIS TAULA PG. GRAN VIA,Altres espais
810170235,Barcelonès,Hospitalet de Llobregat,TENNIS TAULA RBLA. MARINA,Altres espais
810170248,Barcelonès,Hospitalet de Llobregat,ZONA ESPORTIVA PARC DE CAN BOIXERES,POL
810170186,Barcelonès,Hospitalet de Llobregat,ZONA ESPORTIVA PARC DE LA TORRASSA,POL
810170183,Barcelonès,Hospitalet de Llobregat,ZONA ESPORTIVA PL. DE GRANADA,POL
819440028,Barcelonès,Sant Adrià de Besòs,ÀREA D'ACTIVITAT FÍSICA PARC DEL LITORAL,PET
819440045,Barcelonès,Sant Adrià de Besòs,ÀREA D'ACTIVITAT FÍSICA PG. DE LA RAMBLETA,Altres espais
819440046,Barcelonès,Sant Adrià de Besòs,ÀREA D'ACTIVITAT FÍSICA PL. DE MOSSÈN ANTON,Altres espais
819440007,Barcelonès,Sant Adrià de Besòs,CAMP MUNICIPAL JOSÉ LUIS RUIZ CASADO,CAM
819440019,Barcelonès,Sant Adrià de Besòs,CAMPS MUNICIPALS DEL BESÒS,CAM
819440049,Barcelonès,Sant Adrià de Besòs,CENTRE ESPORTIU MUNICIPAL LA PAU,PAV
819440054,Barcelonès,Sant Adrià de Besòs,CENTRE IMMERSIÓ SAITA DIVING,Altres espais
819440044,Barcelonès,Sant Adrià de Besòs,CISTELLA DE BÀSQUET C.OLÍMPIC,Altres espais
819440013,Barcelonès,Sant Adrià de Besòs,CLUB BILLAR SANT ADRIÀ,SAL
819440040,Barcelonès,Sant Adrià de Besòs,CLUB DE PETANCA LA MINA,PET
819440005,Barcelonès,Sant Adrià de Besòs,CLUB DE TENNIS SANT ADRIÀ,POL
819440024,Barcelonès,Sant Adrià de Besòs,CLUB PETANCA ATHLETIC ADRIANENSE,PET
819440027,Barcelonès,Sant Adrià de Besòs,CLUB PETANCA PARQUE 2,PET
819440031,Barcelonès,Sant Adrià de Besòs,COMPLEX ESPORTIU RICART,PAV
819440033,Barcelonès,Sant Adrià de Besòs,FEDERACIÓ CATALANA D'ACTIVITATS SUBAQUÀTIQUES,Altres espais
819440043,Barcelonès,Sant Adrià de Besòs,PARC FLUVIAL DEL RIU BESÒS,Altres espais
819440047,Barcelonès,Sant Adrià de Besòs,PISTA DE BÀSQUET PL. DEL TÈXTIL,POL
819440041,Barcelonès,Sant Adrià de Besòs,PISTA DE PETANCA AV. DE LA CATALANA,PET
819440035,Barcelonès,Sant Adrià de Besòs,PISTA POLIESPORTIVA C. MAJOR,POL
819440037,Barcelonès,Sant Adrià de Besòs,PISTA POLIESPORTIVA C. OLÍMPIC,POL
819440036,Barcelonès,Sant Adrià de Besòs,PISTA POLIESPORTIVA EL COLOSO,POL
819440017,Barcelonès,Sant Adrià de Besòs,PISTES DE PETANCA AMIGOS DE COBASA,PET
819440021,Barcelonès,Sant Adrià de Besòs,PISTES PETANCA ADRIANENSE,PET
819440006,Barcelonès,Sant Adrià de Besòs,PLATJA DE SANT ADRIÀ DE BESÒS,Altres espais
819440016,Barcelonès,Sant Adrià de Besòs,POLIESPORTIU MUNICIPAL BESÒS,PCO
819440020,Barcelonès,Sant Adrià de Besòs,POLIESPORTIU MUNICIPAL MARINA BESÒS,PCO
819440011,Barcelonès,Sant Adrià de Besòs,ZONA ESPORTIVA LA MINA,PAV
819440018,Barcelonès,Sant Adrià de Besòs,ZONA ESPORTIVA PARC BESÒS,CAM
824570089,Barcelonès,Santa Coloma de Gramenet,ÀREA D'ACTIVITAT FÍSICA LA BASTIDA,Altres espais
824570092,Barcelonès,Santa Coloma de Gramenet,ÀREA D'ACTIVITAT FÍSICA PARC DEL MOTOCROSS,Altres espais
824570079,Barcelonès,Santa Coloma de Gramenet,ÀREA D'ACTIVITAT FÍSICA PL. PAU CASALS,Altres espais
824570078,Barcelonès,Santa Coloma de Gramenet,CAMP D'ATLETISME ANTONI AMORÓS,ATL
824570076,Barcelonès,Santa Coloma de Gramenet,CAMPS DE FUTBOL MUNICIPALS CAN ZAM,CAM
824570074,Barcelonès,Santa Coloma de Gramenet,CENTRE CÍVIC CAN FRANQUESA,POL
824570058,Barcelonès,Santa Coloma de Gramenet,CENTRE D'EDUCACIÓ ESPECIAL JOSEP SOL,PCO
824570072,Barcelonès,Santa Coloma de Gramenet,CER - CENTRE ESPORTIU RAVAL,PCO
824570033,Barcelonès,Santa Coloma de Gramenet,CLUB DE PETANCA CAN MARINER,PET
824570002,Barcelonès,Santa Coloma de Gramenet,CLUB PETANCA CAN CALVET,PET
824570035,Barcelonès,Santa Coloma de Gramenet,CLUB PETANCA LES OLIVERES,PET
824570028,Barcelonès,Santa Coloma de Gramenet,CLUB PETANCA RIERA ALTA,PET
824570008,Barcelonès,Santa Coloma de Gramenet,COMPLEX ESPORTIU TORRIBERA,POL
824570011,Barcelonès,Santa Coloma de Gramenet,DUET SPORTS CAN ZAM,PCO
824570023,Barcelonès,Santa Coloma de Gramenet,DUET SPORTS RAMBLA FONDO,PCO
824570073,Barcelonès,Santa Coloma de Gramenet,ESPORTIU OLIVERAS,CAM
824570068,Barcelonès,Santa Coloma de Gramenet,FRONTÓ MUNICIPAL,FRO
824570083,Barcelonès,Santa Coloma de Gramenet,LA COLMENA ESPAI CULTURAL,SAL
824570020,Barcelonès,Santa Coloma de Gramenet,NOU CAMP MUNICIPAL,CAM
824570088,Barcelonès,Santa Coloma de Gramenet,PARC FLUVIAL DEL RIU BESÒS,Altres espais
824570075,Barcelonès,Santa Coloma de Gramenet,PAVELLÓ MUNICIPAL JOAN DEL MORAL,PAV
824570005,Barcelonès,Santa Coloma de Gramenet,PAVELLÓ MUNICIPAL LA BASTIDA,PAV
824570041,Barcelonès,Santa Coloma de Gramenet,PAVELLÓ POLIESPORTIU CAN SISTERÉ,PAV
824570065,Barcelonès,Santa Coloma de Gramenet,PAVELLÓ POLIESPORTIU DEL RAVAL,PAV
824570012,Barcelonès,Santa Coloma de Gramenet,PAVELLÓ POLIESPORTIU NOU,PAV
824570014,Barcelonès,Santa Coloma de Gramenet,PISTA POLIESPORTIVA PARC DE CAN PEIXAUET,POL
824570087,Barcelonès,Santa Coloma de Gramenet,PISTA POLIESPORTIVA PL. DE JOSEP TARRADELLAS,POL
824570069,Barcelonès,Santa Coloma de Gramenet,PISTA POLIESPORTIVA PL. MEDITERRÀNEA,POL
824570029,Barcelonès,Santa Coloma de Gramenet,PISTES DE BOTXES MUNICIPALS CAN ZAM,PET
824570032,Barcelonès,Santa Coloma de Gramenet,PISTES DE PETANCA RAVAL,POL
824570034,Barcelonès,Santa Coloma de Gramenet,PISTES MPALS. DE PETANCA PL. JOSEP TARRADELLAS,PET
824570006,Barcelonès,Santa Coloma de Gramenet,PISTES POLIESPORTIVES NOU OLIVERES,POL
824570077,Barcelonès,Santa Coloma de Gramenet,PISTES POLIESPORTIVES PRAT DE LA RIBA,POL
824570084,Barcelonès,Santa Coloma de Gramenet,SKATEPARK PL. EUROPA,Altres espais
824570085,Barcelonès,Santa Coloma de Gramenet,TENNIS TAULA C.VICTOR HUGO,Altres espais
824570086,Barcelonès,Santa Coloma de Gramenet,TENNIS TAULA PL. DE LA GUINARDERA,Altres espais
824570010,Barcelonès,Santa Coloma de Gramenet,ZONA ESPORTIVA PARC DE CAN ZAM,CAM
801160011,Berguedà,Avià,ÀREA D'ACTIVITAT FÍSICA PARC DEL TOSSAL,POL
801160001,Berguedà,Avià,CAMP DE FUTBOL MUNICIPAL,CAM
801160009,Berguedà,Avià,PAVELLÓ POLIESPORTIU MUNICIPAL (EN CONSTRUCCIÓ),PAV
801160003,Berguedà,Avià,PISCINA MUNICIPAL,PAL
801160012,Berguedà,Avià,PISTA POLIESPORTIVA CAMÍ DE SANTA MARIA,POL
801160002,Berguedà,Avià,PISTA POLIESPORTIVA MUNICIPAL,POL
801680017,Berguedà,Bagà,ÀREA D'ACTIVITAT FÍSICA C. BERGA,POL
801680016,Berguedà,Bagà,ÀREA D'ACTIVITAT FÍSICA PG. DEL GIBELLÀS,Altres espais
801680011,Berguedà,Bagà,ÀREA DE MOTOS,Altres espais
801680013,Berguedà,Bagà,CAMP DE TIR AL PLAT,Altres espais
